PLO_USERGROUP,PLO_PAGENAME,PLO_ELEMENTID,PLO_ELEMENTTYPE,PLO_PRESENTINJSP,PLO_ATTRIBUTE,PLO_FIELDCONTAINER,PLO_FIELDGROUP,PLO_POSITIONINGROUP,PLO_FIELDCONTTYPE,PLO_TABINDEX,PLO_SYSTEMATTRIBUTE,PLO_CHANGED,PLO_UPDATECOUNT,PLO_MEKEY,PLO_MEFLAG,PLO_DEFAULTVALUE,PLO_PARENTPAGE,PLO_LASTSAVED
DK,ZJ1000,schedsessiontypedesc,F,Y,H,cont_5,8,1,1,760,P,'+,20,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,schedstartdate,F,Y,O,cont_9,6,1,1,2660,O,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,securityincident,F,Y,H,cont_9.2,3,1,1,2990,O,'-,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,serialnumber,F,Y,H,cont_2,5,1,1,220,P,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicecategory,F,Y,H,cont_6.3,4,1,1,1320,O,'+,20,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicecategoryorg,F,Y,H,cont_6.5,5,1,1,1370,P,'+,19,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicecustomerrequest,F,Y,H,cont_6.85,4,1,1,1530,P,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicecustomerrequestorg,F,Y,H,cont_6.85,5,1,1,1540,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,serviceproblemcode,F,Y,H,cont_6.5,3,1,1,1350,O,'+,19,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,serviceproblemcodeorg,F,Y,H,cont_6.5,4,1,1,1360,P,'+,19,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicerequestid,F,Y,H,cont_9,17,1,1,2790,O,'+,17,YN,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,servicerequeststatus,F,Y,H,cont_6.85,6,1,1,1550,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,shift,F,Y,H,cont_9,13,1,1,2730,O,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,smda,F,Y,H,cont_9.1,14,1,1,2950,O,'-,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,staffinjuryillness,F,Y,H,cont_9.2,2,1,1,2980,O,'-,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,standardwo,F,Y,H,cont_6,1,1,1,940,O,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,startdate,F,Y,H,cont_9,11,1,1,2710,O,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,statementofconditions,F,Y,H,cont_9.1,6,1,1,2870,O,'-,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,supplier,F,N,R,cont_1,4,1,1,70,O,'+,20,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,supplierorg,F,Y,H,cont_6.3,3,1,1,1310,P,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,survey,F,Y,H,cont_9,16,1,1,2780,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,symptom,F,Y,H,cont_5,21,1,1,890,O,'+,20,YY,,,WSJOBS,2025-12-18 15:12:28
